year,pac_name,country_of_origin,parent_company,dems,repubs,total
2012,ArcelorMittal USA,Luxembourg,ArcelorMittal,29000,40500,69500
2012,Arch Capital Group (US),UK,Arch Capital Group,2000,7000,9000
2012,AREVA Inc,France,Areva Group,48250,58500,106750
2012,Arkema Inc,France,Arkema,6000,16500,22500
2012,Ashta Chemicals,Mexico,Bigshire Mexico,0,0,0
2012,Astellas US,Japan,Astellas Pharma,44000,41500,85500
2012,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,296952,343500,640452
2012,Atkins North America,UK,WS Atkins PLC,1500,1250,2750
2012,Atlantic Marine (BAE Systems),UK,BAE Systems,0,0,0
2012,Aviva USA,UK,Aviva PLC,4000,2500,6500
2012,AXA Equitable Life Insurance (AXA),France,AXA,74000,75500,149500
2012,AXIS Specialty US Services (AXIS Capital),UK,AXIS Captial,2000,1000,3000
2012,Bacardi USA,UK,Bacardi Ltd,8000,8500,16500
2012,BAE Systems (BAE Systems),UK,BAE Systems,276000,461000,737000
2012,BancWest Corp (BNP Paribas),France,BNP Paribas,0,6000,6000
2012,Barclays Group US,UK,Barclays plc,23500,80999,104499
2012,Barrick Goldstrike Mines,Canada,Barrick Gold Corp,45000,68500,113500
2012,BASF Corp,Germany,BASF SE,118500,293000,411500
2012,Bayer Corp,Germany,Bayer AG,150000,320000,470000
2012,BBVA Compass,Spain,Banco Bilbao Vizcaya Argentaria,62000,187500,249500
2012,BMO Harris Bank (Bank of Montreal),Canada,Bank of Montreal,4300,2800,7100
2012,Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,81750,66000,147750
2012,Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,12500,1000,13500
2012,BP North America,UK,BP PLC,58000,149000,207000
2012,Bridgestone Americas,Japan,Bridgestone Corp,26000,44996,70996
2012,Bumble Bee Foods,UK,Lion Capital,5500,15000,20500
2012,Burson-Marsteller (WPP Group),UK,WPP Group,31250,31500,62750
2012,Buzzi Unicem USA,Italy,Buzzi Unicem SpA,500,6750,6250
2012,CalPortland Co,Japan,Taiheiyo Cement Co,16500,64499,80999
2012,Carmeuse Lime,Netherlands,LVI Holding,5500,9500,15000
2012,Case New Holland,Italy,Fiat SPA,7500,82500,90000
2012,CEMEX Inc,Mexico,CEMEX SAB de CV,20200,146300,166500
2012,Cephalon Inc (Teva Pharmaceutical Industries),Israel,Teva Pharmaceutical Industries,11500,42000,53500
2012,CGI Technologies & Solutions,Canada,CGI Group,61500,67000,128500
2012,Citizens Financial Group (Royal Bank of Scotland),UK,Royal Bank of Scotland Group,112750,37000,150750
2012,Cobham Management Services,UK,Cobham PLC,41500,107000,148500
2012,Commonwealth-Altadis,UK,Imperial Tobacco Group,19500,57500,77000
2012,Cooper Industries (Eaton Corp),Ireland,Eaton Plc,3000,45500,48500
2012,Covidien US,UK,Covidien Ltd,102500,146800,249300
2012,Credit Suisse Securities,Switzerland,Credit Suisse Group,239500,279500,519000
2012,CSL Behring,Australia,CSL Ltd,19000,24000,43000
2012,Daiichi Sankyo Inc,Japan,Daiichi Sanyko,68000,150000,218000
2012,Delphi Automotive,UK,Delphi Automotive,16000,20000,36000
2012,Deutsche Bank Securities,Germany,Deutsche Bank AG,20400,33500,53900
2012,DHL (Deutsche Post AG),Germany,Deutsche Post AG,0,2000,2000
2012,Diageo North America (Diageo PLC),UK,Diageo PLC,58303,56762,115065
2012,Diageo North America/CT (Diageo PLC),UK,Diageo PLC,0,0,0
2012,Direct Energy Inc,UK,Centrica Plc,0,0,0
2012,DRS Technologies,Italy,Finmeccanica SpA,173000,232300,405300
2012,EADS North America,Netherlands,European Aeronautic Defence & Space Co,85000,155600,240600
2012,Eaton Corp (Eaton Corp),Ireland,Eaton Plc,2500,8000,10500
2012,EDF Renewable Energy,France,EDF Group,10000,7150,17150
2012,EDP Renewables NA,Portugal,EDP - Energias de Portugal,4500,3000,7500
2012,Eisai Inc,Japan,Eisai Co Ltd,35000,47500,82500
2012,Elbit Systems of America,Israel,Elbit Systems Ltd,5500,26500,32000
2012,Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,3500,6000,9500
2012,EMD Serono Inc,Germany,Merck KGaA,71000,53500,124500
2012,EnCana Oil & Gas USA,Canada,EnCana Corp,0,0,0
2012,Essroc Corp,Italy,Italcementi Group,3500,3000,6500
2012,Experian,UK,Experian,99500,326500,426000
2012,Farmers Group (Zurich Insurance Group),Switzerland,Zurich Insurance Group,38250,151650,189900
2012,First Hawaiian Bank (BNP Paribas),France,BNP Paribas,13500,3000,16500
2012,FirstGroup America (FirstGroup PLC),UK,FirstGroup PLC,0,0,0
2012,Food Lion,Belgium,Delhaize Group,8000,3500,12500
2012,Foster Wheeler,Switzerland,Foster Wheeler PLC,0,0,0
2012,Fresenius Medical Care North America,Germany,Fresenius Medical Care,109500,89898,199398
2012,G4S Government Solutions (G4S plc),UK,G4S plc,0,0,0
2012,G4S Secure Solutions (G4S plc),UK,G4S plc,15500,48500,64000
2012,GDF Suez Energy North America,France,GDF SUEZ,18500,39500,58000
2012,Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,134000,135500,269500
2012,General Cigar Co,Sweden,Scandinavian Tobacco Group,3000,2750,5750
2012,Genzyme Corp (Sanofi),France,Sanofi,10000,11000,21000
2012,GKN Corp,UK,GKN PLC,500,0,500
2012,Glanbia Foods (Glanbia PLC),Ireland,Glanbia PLC,0,100,100
2012,GlaxoSmithKline,UK,GlaxoSmithKline,239000,282250,521250
2012,Glover Park Group (WPP Group),UK,WPP Group,85815,37850,123665
2012,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,23500,36250,59750
2012,Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,31000,28000,59000
2012,Greyhound Lines (FirstGroup PLC),UK,FirstGroup PLC,9500,5000,14500
2012,Grifols Inc (Grifols SA),Spain,Grifols SA,28000,12000,40000
2012,Gtech Corp,Italy,B&D Holding Di Marco Drago e C Sapa,15500,1000,16500
2012,Heineken USA,Netherlands,L'Arche Green NV,15000,18500,33500
2012,Henkel Corp (Henkel KGaA),Germany,Henkel KGaA,4000,2000,6000
2012,Herbalife International of America,UK,Herbalife International,28493,38478,66971
2012,Hill & Knowlton Strategies (WPP Group),UK,WPP Group,2000,0,2000
2012,Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,28000,26500,54500
2012,Holcim US,Switzerland,Holcim Ltd,32000,42000,74000
2012,HSBC North America (HSBC Holdings),UK,HSBC Holdings,108500,131000,239500
2012,HSBC North America/Michigan (HSBC Holdings),UK,HSBC Holdings,0,0,0
2012,Iberdrola Renewables (Iberdrola SA),Spain,Iberdrola SA,29000,15500,45500
2012,Iberdrola USA (Iberdrola SA),Spain,Iberdrola SA,6000,0,10000
2012,Infineon Technologies,Germany,Infineon Technologies AG,500,500,1000
2012,ING US (ING Group),Netherlands,ING Group,67000,57500,125500
2012,Ingersoll-Rand,Ireland,Ingersoll Rand Co,10500,15500,26000
2012,Intelsat US (Serafina SA),Luxembourg,Serafina SA,29750,40692,70442
2012,Intergraph Corp,Sweden,Hexagon AB,0,2000,2000
2012,International Power America,UK,International Power,0,0,0
2012,International Securities Exchange,Germany,Deutsche Boerse,29000,20250,49250
2012,Jackson National Life Insurance,UK,Prudential PLC,30500,141179,171679
2012,JBS USA,Brazil,JBS SA,20000,95000,115000
2012,Jeld-Wen Inc (Onex Corp),Canada,Onex Corp,3250,4500,7750
2012,John Hancock Life Insurance,Canada,Manulife Financial,66000,65000,131000
2012,Kawasaki Motors Corp USA,Japan,Kawasaki Heavy Industries,0,0,0
2012,Keystone Foods,Brazil,Marfrig Global Foods,0,1000,1000
2012,LaFarge North America,France,Lafarge SA,25000,54500,79500
2012,Learjet Inc (Bombardier Inc),Canada,Bombardier Inc,3000,5000,8000
2012,Lehigh Hanson,Germany,HeidelbergCement AG,3500,19000,22500
2012,Linde North America,Germany,Linde AG,26000,29000,55000
2012,Louis Dreyfus Commodities (Louis Dreyfus Group),Netherlands,Louis Dreyfus Group,4000,42500,46500
2012,Louis Dreyfus Group (Louis Dreyfus Group),Netherlands,Louis Dreyfus Group,0,0,0
2012,Lundbeck Inc,Denmark,H Lundbeck A/S,0,0,0
2012,LyondellBasell Industries,Netherlands,LyondellBasell Industries,19500,67500,87000
2012,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,54500,85000,139500
2012,Magna Holdings of America,Canada,Magna International,1758,0,1758
2012,Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,0,26000,26000
2012,Marshall & Ilsley Corp (Bank of Montreal),Canada,Bank of Montreal,1500,20500,22000
2012,Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,14000,13500,27500
2012,MBDA Inc,UK,MBDA,1000,6000,7000
2012,McDermott International (McDermott International),Panama,McDermott International,3500,46000,49500
2012,Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,40000,36500,76500
2012,Metro-Goldwyn-Mayer (Sony Corp),Japan,Sony Corp,0,0,0
2012,Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,10500,8500,19000
2012,MillerCoors LLC,UK,SABMiller PLC,45500,169500,215000
2012,Miraca Life Sciences,Japan,Miraca Holdings,0,0,0
2012,MorphoTrust USA,France,Safran Identity & Security,0,0,0
2012,Munich American Reassurance,Germany,Munich Re Group,0,0,0
2012,Nammo Talley Inc,Norway,Nammo AS,3500,500,4000
2012,National Cement Co,France,Vicat Group,0,2500,2500
2012,National Grid USA (National Grid plc),UK,National Grid plc,0,0,0
2012,National Grid USA (National Grid plc),UK,National Grid plc,81900,31500,113400
2012,Natixis Global Asset Management,France,Groupe BPCE,0,0,0
2012,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,4750,17750,22500
2012,Nestle Waters North America (Nestle SA),Switzerland,Nestle,19000,3000,22000
2012,Nomura Holding America,Japan,Nomura Holdings,24500,41000,65500
2012,Novartis Corp (Novartis AG),Switzerland,Novartis AG,130500,199700,330200
2012,Novo Nordisk,Denmark,Novo Nordisk A/S,118648,112394,232042
2012,Oldcastle Materials,Ireland,CRH PLC,86000,116500,207500
2012,Parsons Brinckerhoff,UK,Balfour Beatty,115750,46750,162500
2012,Pernod Ricard USA,France,Pernod Ricard SA,0,3000,3000
2012,Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,2000,2750,4750
2012,Pharmavite LLC,Japan,Otsuka Pharmaceutical,35000,40500,75500
2012,Philips Electronics North America (Philips Electronics),Netherlands,Philips Electronics,24394,100310,125704
2012,Philips Medical Systems (Philips Electronics),Netherlands,Philips Electronics,0,0,0
2012,PotashCorp,Canada,Potash Corporation of Saskatchewan,15000,11000,26000
2012,Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,8500,22712,31212
2012,QinetiQ North America (Qinetiq Group),UK,QinetiQ Group,12000,20000,32000
2012,RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,0,0,0
2012,RBC Centura Banks (Royal Bank of Canada),Canada,Royal Bank of Canada,0,0,0
2012,Reebok International,Germany,adidas AG,0,0,0
2012,Reed Elsevier Inc,UK,Reed Elsevier Group,54000,49500,103500
2012,Renewable Energy Systems Americas,UK,Renewable Energy Systems,17750,14000,31750
2012,Renre North America Inc,UK,RenaissanceRe Holdings,0,0,0
2012,Res-Care Inc (Onex Corp),Canada,Onex Corp,7000,21750,28750
2012,Research In Motion,Canada,Research in Motion,1000,2500,3500
2012,Rio Tinto America,UK,Rio Tinto Group,7500,20500,28000
2012,Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,73500,189750,263250
2012,Royal Ten Cate USA,Netherlands,Koninklijke Ten Cate,3000,7250,10250
2012,Safelite Group,Belgium,D'Ieteren SA,0,0,0
2012,Safran USA (Safran SA),France,Le Groupe Safran,2500,8750,11250
2012,Sanofi US (Sanofi),France,Sanofi,59000,66500,125500
2012,Sanofi-Pasteur Inc (Sanofi),France,Sanofi,34500,56500,91000
2012,Santander Bank (Banco Santander),Spain,Banco Santander,0,0,0
2012,SAP America,Germany,SAP AG,35500,55000,90500
2012,Schaeffler Group USA,Germany,Schaeffler Group,0,1000,1000
2012,Securitas Security Services USA,Sweden,Securitas AB,1000,15250,16250
2012,Serco Inc,UK,Serco Group,49000,92400,141400
2012,SES Americom (SES SA),Luxembourg,SES SA,0,0,0
2012,Shell Oil,Netherlands,Royal Dutch Shell,2500,24500,27000
2012,Shire Pharmaceuticals (Shire Plc),UK,Shire Plc,0,0,0
2012,Siemens Corp,Germany,Siemens AG,138500,151500,290000
2012,Skilled Healthcare Group (Onex Corp),Canada,Onex Corp,31750,52500,84250
2012,Smith & Nephew,UK,Smith & Nephew Plc,10000,16000,26000
2012,Smiths Group Services Corp,UK,Smiths Group PLC,16500,47750,62250
2012,Sodexo Inc,France,Sodexo,26000,7000,33000
2012,Solvay America,Belgium,Solvay SA,0,0,0
2012,SonoSite Inc,Japan,FujiFilm,750,1000,1750
2012,Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,116248,105000,221248
2012,Space Systems/Loral,Canada,MacDonald Dettwiler & Assoc,4000,7000,11000
2012,Spirit Aerosystems (Onex Corp),Canada,Onex Corp,3000,28500,31500
2012,Sprint Nextel (Sprint Nextel),Japan,Softbank Corp,151500,160806,312306
2012,SSAB Americas,Sweden,SSAB AB,2000,8500,10500
2012,StandardAero,United Arab Emirates,Dubai Aerospace Enterprise,6000,18000,24000
2012,Sun Life Assurance of Canada (Sun Life Financial),Canada,Sun Life Financial,1000,4000,5000
2012,Sunovion Pharmaceuticals,Japan,Sumitomo Chemical,13000,19000,32000
2012,Sunpower Corp,France,Total SA,12000,7500,20500
2012,Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,15500,39009,54509
2012,Swiss Re America,Switzerland,Swiss Reinsurance,10500,9500,20000
2012,Syngenta Corp,Switzerland,Syngenta AG,90500,164500,255000
2012,T-Mobile USA,Germany,Deutsche Telekom AG,198500,275000,473500
2012,Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,33500,33500,67000
2012,Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,3250,16000,19250
2012,TD Bank USA,Canada,Toronto-Dominion Bank,18500,17500,38500
2012,TE Connectivity,Switzerland,TE Connectivity,11500,50500,62000
2012,Terumo BCT,Japan,Terumo Corp,1000,0,1000
2012,Teva Pharmaceuticals USA (Teva Pharmaceutical Industries),Israel,Teva Pharmaceutical Industries,94500,110000,204500
2012,TransAmerica,Netherlands,Aegon NV,107500,129500,237000
2012,Transcanada USA Services,Canada,TransCanada Corp,0,0,0
2012,Tronox Inc,Australia,Tronox Ltd,0,500,500
2012,Tyco International,Ireland,Tyco International,120000,240742,360742
2012,UBS Americas,Switzerland,UBS AG,461500,400000,861500
2012,Ultra Electronics Prologic,UK,Ultra Electronics,0,0,0
2012,UnionBanCal Corp,Japan,Mitsubishi UFJ Financial Group,10500,12500,23000
2012,United Water,France,SUEZ Environnement,25500,1500,27000
2012,Universal Music Group (Vivendi Universal),France,Vivendi Universal,48500,46751,95251
2012,VT Halter Marine,Singapore,ST Engineering,0,5000,5000
2012,Weatherford US,UK,Weatherford International,0,8000,8000
2012,Westfield Corp,Australia,Westfield Group of Australia,34353,0,34353
2012,Westinghouse Electric,Japan,Toshiba Corp,29000,36700,65700
2012,Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,51500,76000,127500
2012,Willis North America,UK,Willis Group Holdings,0,14000,14000
2012,XL America,Ireland,XL Group PLC,7300,1000,8300
2012,Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Insurance Group,73500,89000,164500
2014,7-Eleven,Japan,Seven & I Holdings,0,0,0
2014,ABB Group,Switzerland,Asea Brown Boveri,4000,7000,12000
2014,Accenture (Accenture),Ireland,Accenture plc,195500,238500,435000
2014,ACE INA,Switzerland,ACE Ltd,91000,120000,213000
2014,ADT Security Services (Tyco International),Ireland,Tyco International,10000,10000,20000
2014,Advance America Cash Advance Centers (Grupo Salinas),Mexico,Grupo Salinas,3000,75000,78000
2014,Advanced BioHealing (Shire Plc),UK,Shire Plc,4000,2500,6500
2014,Air Liquide America,France,L'Air Liquide SA,18500,25000,43500
2014,Airbus Group,Netherlands,Airbus Group,41500,159200,201700
2014,Alcatel-Lucent USA (Alcatel-Lucent),France,Alcatel-Lucent,0,3000,3000
2014,Alkermes Inc,Ireland,Alkermes Plc,30900,27700,58600
2014,Allianz of America (Allianz),Germany,Allianz AG Holding,22400,62300,85900
2014,AMG Vanadium,Netherlands,AMG Advanced Metallurgical Group,0,0,0
2014,Anheuser-Busch,Belgium,Anheuser-Busch InBev,245731,317667,565898
2014,AON Corp (AON plc),UK,AON PLC,68000,65500,133500
2014,APL Ltd,Singapore,Neptune Orient Lines Ltd,20250,12500,32750
2014,Arcadis US (Arcadis NV),Netherlands,Arcadis NV,4600,6500,11100
2014,ArcelorMittal USA,Luxembourg,ArcelorMittal,32000,49500,81500
2014,Arch Capital Group (US),UK,Arch Capital Group,5600,0,5600
2014,AREVA Inc,France,Areva Group,97600,99950,197550
2014,Arkema Inc,France,Arkema,22000,30000,52000
2014,Ashta Chemicals,Mexico,Bigshire Mexico,1000,0,1000
2014,Ashton Woods Homes,Canada,Great Gulf Group,0,2000,2000
2014,Astellas US,Japan,Astellas Pharma,68100,75500,143600
2014,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,275548,347500,626548
2014,Atkins North America,UK,WS Atkins PLC,1500,500,2000
2014,Austal USA (Austal Ltd),Australia,Austal Ltd,0,6000,6000
2014,Aviva USA,UK,Aviva PLC,0,0,0
2014,AXA Equitable Life Insurance (AXA),France,AXA,79500,96500,178000
2014,Bacardi USA,UK,Bacardi Ltd,4500,7500,12000
2014,BAE Systems (BAE Systems),UK,BAE Systems,319999,517500,843499
2014,BancWest Corp (BNP Paribas),France,BNP Paribas,2000,17500,19500
2014,Barclays Group US,UK,Barclays plc,55000,63000,118000
2014,Barrick Goldstrike Mines,Canada,Barrick Gold Corp,41500,44500,86000
2014,BASF Corp,Germany,BASF SE,134000,253500,388500
2014,Bayer Corp,Germany,Bayer AG,87500,217000,307500
2014,BBVA Compass,Spain,Banco Bilbao Vizcaya Argentaria,69500,260475,329975
2014,Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,31500,28849,60349
2014,BioFire Diagnostics (Institut Merieux),France,Institut Merieux,2500,0,2500
2014,BlackBerry,Canada,BlackBerry,3000,6000,9000
2014,BMO Harris Bank (Bank of Montreal),Canada,Bank of Montreal,10300,7600,17900
2014,Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,112600,98000,210600
2014,Bombardier Aerospace (Bombardier Inc),Canada,Bombardier Inc,5500,8500,14000
2014,Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,2000,0,2000
2014,BP North America,UK,BP PLC,138000,325000,463000
2014,Bridgestone Americas,Japan,Bridgestone Corp,3000,22500,25500
2014,Bumble Bee Foods,UK,Lion Capital,7500,15000,22500
2014,Buzzi Unicem USA,Italy,Buzzi Unicem SpA,0,3000,3000
2014,CalPortland Co,Japan,Taiheiyo Cement Co,6500,46000,52500
2014,Carmeuse Lime,Netherlands,LVI Holding,3000,6500,9500
2014,Case New Holland,Netherlands,CNH Industrial,5000,65000,70000
2014,CEMEX Inc,Mexico,CEMEX SAB de CV,66350,203100,269450
2014,CGI Technologies & Solutions,Canada,CGI Group,12000,22000,34000
2014,Chicago Bridge & Iron,Netherlands,Chicago Bridge & Iron NV,57500,103500,161000
2014,Citizens Financial Group (Royal Bank of Scotland),UK,Royal Bank of Scotland Group,55000,54000,109000
2014,Cobham Management Services,UK,Cobham PLC,72500,79500,152000
2014,Commonwealth-Altadis,UK,Imperial Tobacco Group,4000,61000,65000
2014,Continental Automotive Systems (Continental AG),Germany,Continental AG,6000,3500,9500
2014,Cooper Industries (Eaton Corp),Ireland,Eaton Plc,0,0,0
2014,Covidien US,UK,Covidien Ltd,60500,131500,192500
2014,Credit Suisse Securities,Switzerland,Credit Suisse Group,206000,213250,419250
2014,CSL Behring,Australia,CSL Ltd,12000,37600,49600
2014,Daiichi Sankyo Inc,Japan,Daiichi Sanyko,65500,140000,207500
2014,Delphi Automotive,UK,Delphi Automotive,10000,9000,20000
2014,Deutsche Bank Securities,Germany,Deutsche Bank AG,6500,62000,68500
2014,DHL (Deutsche Post AG),Germany,Deutsche Post AG,0,0,0
2014,Diageo North America (Diageo PLC),UK,Diageo PLC,57477,56307,113784
2014,Direct Energy Inc,UK,Centrica Plc,0,0,0
2014,DRS Technologies,Italy,Finmeccanica SpA,125600,201100,326700
2014,E2v Aerospace & Defense,UK,E2v Technologies PLC,500,0,500
2014,Eaton Corp (Eaton Corp),Ireland,Eaton Plc,8500,43400,51900
